switch_ip,interface,mac_voice,mac_access,ip_voice,ip_access
192.168.178.5,Gi1/0/14,N/A,00d0.5f01.0daa,N/A,192.168.178.125
192.168.178.5,Gi1/0/15,N/A,00d0.5f01.0dbc,N/A,192.168.178.124
192.168.178.5,Gi1/0/16,N/A,00d0.5f01.0da4,N/A,192.168.178.113
192.168.178.5,Gi1/0/17,N/A,00d0.5f01.0d9e,N/A,192.168.178.123
192.168.178.5,Gi1/0/18,N/A,00d0.5f01.0da6,N/A,192.168.178.111
192.168.178.5,Gi1/0/19,N/A,00d0.5f00.e4d8,N/A,192.168.178.142
192.168.178.5,Gi1/0/20,N/A,00d0.5f01.0dad,N/A,192.168.178.146
192.168.178.5,Gi1/0/21,N/A,00d0.5f01.0d3b,N/A,192.168.178.116
192.168.178.5,Gi1/0/23,N/A,00d0.5f01.0da9,N/A,192.168.178.122
192.168.178.5,Gi1/0/25,N/A,00d0.5f01.0dbd,N/A,192.168.178.135
192.168.178.5,Gi1/0/26,N/A,d48c.b54e.a499,N/A,192.168.178.31
192.168.178.5,Gi1/0/27,N/A,00d0.5f01.0da0,N/A,10.100.8.158
192.168.178.5,Gi1/0/28,6899.cda1.3c6d,1803.7348.56d3,192.168.179.76,192.168.178.136
192.168.178.5,Gi1/0/29,N/A,00d0.5f00.8a1d,N/A,192.168.178.140
192.168.178.5,Gi1/0/30,N/A,2c59.e5d2.d04f,N/A,192.168.178.21
192.168.178.5,Gi1/0/31,N/A,00d0.5f00.978b,N/A,192.168.178.141
192.168.178.5,Gi1/0/32,N/A,d48c.b54e.a500,N/A,192.168.178.26
192.168.178.5,Gi1/0/33,N/A,00d0.5f01.0dab,N/A,192.168.178.133
192.168.178.5,Gi1/0/34,N/A,d48c.b54e.a3b8,N/A,192.168.178.95
192.168.178.5,Gi1/0/35,N/A,00d0.5f01.3b05,N/A,192.168.178.130
192.168.178.5,Gi1/0/36,N/A,30f7.0d2e.9928,N/A,192.168.178.85
192.168.178.5,Gi1/0/37,N/A,00d0.5f01.0da5,N/A,192.168.178.89
192.168.178.5,Gi1/0/38,N/A,c471.fe6d.a439,N/A,10.100.8.44
192.168.178.5,Gi1/0/39,N/A,00d0.5f01.0a64,N/A,192.168.178.144
192.168.178.5,Gi1/0/40,N/A,2c59.e5d1.5a41,N/A,192.168.178.139
192.168.178.5,Gi1/0/41,N/A,00d0.5f01.3b23,N/A,192.168.178.132
192.168.178.5,Gi1/0/42,N/A,d48c.b504.918e,N/A,10.100.8.164
192.168.178.5,Gi1/0/43,N/A,00d0.5f01.3b1c,N/A,192.168.178.134
192.168.178.5,Gi1/0/44,N/A,484d.7eb4.45b7,N/A,192.168.178.37
192.168.178.5,Gi1/0/45,N/A,00d0.5f01.0d21,N/A,192.168.178.145
192.168.178.5,Gi1/0/47,N/A,00d0.5f01.3b00,N/A,192.168.178.137
192.168.178.5,Gi2/0/1,N/A,0080.64ad.dc2a,N/A,192.168.178.112
192.168.178.5,Gi2/0/2,N/A,785d.c8be.fd31,N/A,10.100.8.154
192.168.178.5,Gi2/0/3,20bb.c020.a177,785d.c8be.fcca,192.168.179.89,192.168.178.51
192.168.178.5,Gi2/0/4,N/A,b00c.d13a.9db2,N/A,10.100.8.23
192.168.178.5,Gi2/0/5,20bb.c020.a1c5,14c9.1304.b239,192.168.179.180,192.168.178.182
192.168.178.5,Gi2/0/6,20bb.c020.9f55,5cff.35c2.05fc,192.168.179.60,192.168.178.181
192.168.178.5,Gi2/0/7,0057.d2c0.3be3,2017.4263.a798,192.168.179.84,10.100.8.148
192.168.178.5,Gi2/0/8,20bb.c020.b3b1,5cff.35c1.c988,192.168.179.55,192.168.178.189
192.168.178.5,Gi2/0/9,0057.d2c0.48b1,0080.64ad.f870,192.168.179.87,192.168.178.148
192.168.178.5,Gi2/0/10,20bb.c020.b38d,5cff.35c1.c9f7,192.168.179.165,192.168.178.66
192.168.178.5,Gi2/0/11,0027.9081.2298,785d.c8be.fd0a,192.168.179.185,10.100.8.152
192.168.178.5,Gi2/0/12,20bb.c020.b4ad,5cff.35c1.ecb8,192.168.179.53,192.168.178.61
192.168.178.5,Gi2/0/13,ac7e.8ab7.7795,785d.c8be.fceb,192.168.179.85,10.100.8.35
192.168.178.5,Gi2/0/14,20bb.c020.b39b,5cff.35c1.c8f1,192.168.179.52,192.168.178.53
192.168.178.5,Gi2/0/15,5006.ab81.9a28,14c9.13a7.f29b,192.168.179.159,192.168.178.101
192.168.178.5,Gi2/0/16,20bb.c020.b291,5cff.35c2.047d,192.168.179.57,NO_IP
192.168.178.5,Gi2/0/17,501c.b00d.1643,a823.fea2.fd20,192.168.179.160,10.100.8.157
192.168.178.5,Gi2/0/18,N/A,5cff.35c1.ecc4,N/A,192.168.178.73
192.168.178.5,Gi2/0/19,00c1.b1fd.3d3f,785d.c8be.fc3c,192.168.179.161,192.168.178.87
192.168.178.5,Gi2/0/20,20bb.c020.b245,5cff.35c1.fb89,192.168.179.69,192.168.178.96
192.168.178.5,Gi2/0/21,0038.df01.b4e1,785d.c8be.fd30,192.168.179.170,192.168.178.77
192.168.178.5,Gi2/0/22,20bb.c020.b36b,a823.fea2.fa6d,192.168.179.59,192.168.178.195
192.168.178.5,Gi2/0/23,N/A,785d.c8be.fc53,N/A,192.168.178.168
192.168.178.5,Gi2/0/24,N/A,0080.64ad.df5a,N/A,192.168.178.162
192.168.178.5,Gi2/0/25,f8b7.e294.e7d6,785d.c8be.fbe7,192.168.179.178,192.168.178.184
192.168.178.5,Gi2/0/26,N/A,9c8e.9989.6c43,N/A,10.100.8.162
192.168.178.5,Gi2/0/27,94d4.690b.666d,785d.c8be.faea,192.168.179.67,192.168.178.153
192.168.178.5,Gi2/0/28,N/A,b05a.dac1.20b1,N/A,192.168.178.24
192.168.178.5,Gi2/0/29,5006.ab80.b080,5cff.35c1.fc42,192.168.179.80,192.168.178.59
192.168.178.5,Gi2/0/30,20bb.c020.a0f7,a823.fea2.fd47,192.168.179.164,10.100.8.167
192.168.178.5,Gi2/0/31,501c.b00c.5165,785d.c8be.fc6b,192.168.179.184,192.168.178.188
192.168.178.5,Gi2/0/32,20bb.c020.9f87,5cff.35c1.fc89,192.168.179.172,192.168.178.154
192.168.178.5,Gi2/0/33,ac7e.8ab6.4c2d,785d.c8be.fd12,192.168.179.183,192.168.178.158
192.168.178.5,Gi2/0/34,N/A,14c9.13a7.f48f,N/A,192.168.178.65
192.168.178.5,Gi2/0/35,94d4.690c.17c4,785d.c8be.fc63,192.168.179.81,10.100.8.39
192.168.178.5,Gi2/0/36,N/A,0023.244a.bef5,N/A,192.168.178.176
192.168.178.5,Gi2/0/37,f8a5.c5eb.d4aa,785d.c8be.fcba,192.168.179.82,192.168.178.80
192.168.178.5,Gi2/0/38,N/A,6c2b.59e1.ab45,N/A,192.168.178.170
192.168.178.5,Gi2/0/39,74a0.2fc0.b611,2017.42ca.3f5d,192.168.179.83,10.100.8.144
192.168.178.5,Gi2/0/40,20bb.c020.b1cb,5cff.35c1.fc44,192.168.179.171,192.168.178.175
192.168.178.5,Gi2/0/41,0076.86fd.1ee9,5cff.35c1.fbfd,192.168.179.86,192.168.178.60
192.168.178.5,Gi2/0/42,20bb.c020.b6b1,785d.c8be.fb8d,192.168.179.63,192.168.178.57
192.168.178.5,Gi2/0/43,N/A,785d.c8be.fcb9,N/A,10.100.8.49
192.168.178.5,Gi2/0/45,N/A,a823.fea2.fa70,N/A,10.100.8.163
192.168.178.5,Gi2/0/46,N/A,2c9e.fc1b.b117,N/A,192.168.178.23
192.168.178.5,Gi2/0/47,N/A,785d.c8be.fcf7,N/A,10.100.8.155
192.168.178.5,Gi2/0/48,20bb.c020.b393,0080.64ad.e9b3,192.168.179.175,192.168.178.171
192.168.178.5,Gi3/0/1,N/A,3ccd.93c3.accd,N/A,192.168.178.70
192.168.178.5,Gi3/0/2,000d.65bb.8614,N/A,192.168.179.79,N/A
192.168.178.5,Gi3/0/3,20bb.c020.b323,0080.64ad.fa8d,192.168.179.77,192.168.178.194
192.168.178.5,Gi3/0/4,N/A,001e.0b10.4828,N/A,192.168.178.15
192.168.178.5,Gi3/0/5,20bb.c020.b6a7,0080.64ad.fc77,192.168.179.173,192.168.178.166
192.168.178.5,Gi3/0/6,20bb.c020.b283,785d.c8be.fd63,192.168.179.70,10.100.8.160
192.168.178.5,Gi3/0/7,20bb.c020.a0c9,785d.c8be.e09d,192.168.179.54,10.100.8.165
192.168.178.5,Gi3/0/8,00af.1f9c.a074,N/A,192.168.179.188,N/A
192.168.178.5,Gi3/0/9,7001.b577.bad6,0080.64ad.f262,192.168.179.163,192.168.178.78
192.168.178.5,Gi3/0/11,7802.b1d4.1134,a823.fea2.f4c0,192.168.179.74,10.100.8.159
192.168.178.5,Gi3/0/12,08cc.a784.f7ae,1866.da49.fcb0,192.168.179.169,192.168.178.75
192.168.178.5,Gi3/0/13,N/A,d849.2fc2.59a6,N/A,192.168.178.25
192.168.178.5,Gi3/0/14,74a0.2fc0.c2d1,e8d8.d14e.1809,192.168.179.75,NO_IP
192.168.178.5,Gi3/0/15,N/A,0022.db02.06bc,N/A,192.168.178.40
192.168.178.5,Gi3/0/16,20bb.c020.b33b,14c9.1305.1b17,192.168.179.51,10.100.8.38
192.168.178.5,Gi3/0/17,N/A,c0a2.6d00.e294,N/A,192.168.178.156
192.168.178.5,Gi3/0/18,b4a4.e3d6.6222,14c9.1305.1a34,192.168.179.187,192.168.178.98
192.168.178.5,Gi3/0/19,N/A,14c9.1304.c617,N/A,192.168.178.69
192.168.178.5,Gi3/0/21,N/A,5cff.35c1.a93d,N/A,192.168.178.204
192.168.178.5,Gi3/0/22,N/A,b00c.d170.f389,N/A,192.168.178.84
192.168.178.5,Gi3/0/23,N/A,5cff.35c2.063d,N/A,192.168.178.83
192.168.178.5,Gi3/0/24,N/A,5cff.35c2.066e,N/A,192.168.178.165
192.168.178.5,Gi3/0/28,0027.9081.576e,0080.64f8.5b18,192.168.179.158,192.168.178.72
192.168.178.5,Gi3/0/29,N/A,74fe.485b.97e0,N/A,10.100.8.166
192.168.178.5,Gi3/0/31,20bb.c020.b243,5cff.35c1.a565,192.168.179.168,192.168.178.131
192.168.178.5,Gi3/0/32,7001.b5da.b0a8,3822.e216.7780,192.168.179.64,192.168.178.68
192.168.178.5,Gi3/0/33,20bb.c020.b38f,2017.4263.a73f,192.168.179.66,192.168.178.187
192.168.178.5,Gi3/0/34,N/A,1060.4b74.5c2a,N/A,192.168.178.41
192.168.178.5,Gi3/0/35,20bb.c020.b391,5cff.35c1.eb1a,192.168.179.174,192.168.178.179
192.168.178.5,Gi3/0/36,N/A,8887.170c.bdd3,N/A,192.168.178.14
192.168.178.5,Gi3/0/37,20bb.c020.b4a7,5cff.35c1.ecd3,192.168.179.71,192.168.178.163
192.168.178.5,Gi3/0/38,N/A,8cdc.d45c.0947,N/A,192.168.178.186
192.168.178.5,Gi3/0/39,N/A,2c59.e57b.158b,N/A,10.100.8.22
192.168.178.5,Gi3/0/41,20bb.c020.b68d,5cff.35c1.ecf2,192.168.179.72,192.168.178.63
192.168.178.5,Gi3/0/43,N/A,5cff.35c1.ed02,N/A,192.168.178.99
192.168.178.5,Gi3/0/44,4cbc.4882.797c,14c9.13a7.f494,192.168.179.186,192.168.178.183
192.168.178.5,Gi3/0/47,N/A,5cff.35c1.ecc5,N/A,192.168.178.169
192.168.178.5,Gi3/0/48,203a.0782.32e7,0080.64ad.f227,192.168.179.166,192.168.178.150
192.168.178.5,Gi4/0/1,20bb.c020.aec7,0080.64ad.def2,192.168.179.177,192.168.178.151
192.168.178.5,Gi4/0/2,N/A,74fe.485b.95d5,N/A,10.100.8.48
192.168.178.5,Gi4/0/3,20bb.c020.9a75,0080.64ad.fa27,192.168.179.68,192.168.178.71
192.168.178.5,Gi4/0/5,20bb.c020.b3a3,0080.64ad.ebb0,192.168.179.181,192.168.178.193
192.168.178.5,Gi4/0/6,20bb.c020.b49b,5cff.35c1.ec57,192.168.179.58,192.168.178.174
192.168.178.5,Gi4/0/7,N/A,74fe.485b.9ab1,N/A,10.100.8.40
192.168.178.5,Gi4/0/8,N/A,84b8.02d0.40f8,N/A,192.168.178.92
192.168.178.5,Gi4/0/9,N/A,a823.fea2.ecde,N/A,10.100.8.34
192.168.178.5,Gi4/0/11,N/A,5cff.35c1.c92c,N/A,192.168.178.167
192.168.178.5,Gi4/0/12,N/A,0040.9d71.b81c,N/A,192.168.178.35
192.168.178.5,Gi4/0/13,20bb.c020.b26f,80e8.2c2c.1b8e,192.168.179.62,192.168.178.94
192.168.178.5,Gi4/0/14,N/A,0080.64ad.e23c,N/A,192.168.178.161
192.168.178.5,Gi4/0/15,N/A,0080.64ad.e0a6,N/A,192.168.178.180
192.168.178.5,Gi4/0/16,N/A,0080.64ad.e0cc,N/A,192.168.178.160
192.168.178.5,Gi4/0/17,20bb.c020.9dfd,14c9.13a7.8cce,192.168.179.176,192.168.178.58
192.168.178.5,Gi4/0/20,N/A,f44d.306b.ef8e,N/A,192.168.178.199
192.168.178.5,Gi4/0/21,f8b7.e295.247c,14c9.13a7.f6ad,192.168.179.182,192.168.178.79
192.168.178.5,Gi4/0/22,20bb.c020.a07b,N/A,192.168.179.65,N/A
192.168.178.5,Gi4/0/25,N/A,f481.39de.5afa,N/A,192.168.178.19
192.168.178.5,Gi4/0/26,N/A,00c0.b75c.9295,N/A,192.168.178.192
192.168.178.5,Gi4/0/27,N/A,00c0.b75c.9584,N/A,192.168.178.157
192.168.178.5,Gi4/0/29,N/A,84b8.02b8.3c00,N/A,192.168.178.74
192.168.178.5,Gi4/0/31,N/A,84b8.02b5.fa5c,N/A,10.100.8.47
192.168.178.5,Gi4/0/33,N/A,84b8.02b8.35ec,N/A,192.168.178.159
192.168.178.5,Gi4/0/34,N/A,001f.cac5.5d08,N/A,192.168.178.164
192.168.178.5,Gi4/0/35,N/A,84b8.02b3.b6e0,N/A,192.168.178.82
192.168.178.5,Gi4/0/36,N/A,2017.4263.a9ed,N/A,10.100.8.45
192.168.178.5,Gi4/0/38,N/A,00c0.b7b2.fa73,N/A,192.168.178.11
192.168.178.5,Gi4/0/41,N/A,14c9.1305.191b,N/A,192.168.178.54
192.168.178.5,Gi4/0/43,N/A,f481.39de.2d95,N/A,192.168.178.190
192.168.178.5,Gi4/0/44,203a.0782.737f,f439.090c.e118,192.168.179.61,192.168.178.88
192.168.178.5,Gi4/0/47,20bb.c020.b471,0080.64ad.95fd,192.168.179.167,192.168.178.52
192.168.178.5,Gi5/0/3,f87b.204e.4a34,N/A,192.168.179.179,N/A
192.168.178.5,Gi5/0/4,f87b.204e.2a9c,N/A,192.168.179.78,N/A
192.168.178.5,Gi5/0/5,N/A,0040.972a.470c,N/A,10.118.71.12
192.168.178.5,Gi5/0/6,20bb.c020.98e9,14c9.132d.88d2,192.168.179.91,10.100.8.24
192.168.178.5,Gi5/0/10,N/A,0040.9730.3f11,N/A,10.118.63.17
192.168.178.5,Gi5/0/11,N/A,0080.8286.2c1b,N/A,10.118.85.186
192.168.178.5,Gi5/0/13,N/A,0080.8286.3b29,N/A,10.118.86.89
192.168.178.5,Gi5/0/14,N/A,0040.972a.470e,N/A,10.118.71.14
192.168.178.5,Gi5/0/15,N/A,0040.9730.41f5,N/A,NO_IP
192.168.178.5,Gi5/0/16,N/A,0040.972a.4762,N/A,10.118.71.98
192.168.178.5,Gi5/0/19,N/A,0040.972a.46a8,N/A,10.118.70.168
192.168.178.5,Gi5/0/20,N/A,0040.972a.46e6,N/A,10.118.70.230
192.168.178.5,Gi5/0/21,N/A,0040.972a.4724,N/A,10.118.71.36
192.168.178.5,Gi5/0/22,N/A,0040.972a.426a,N/A,10.118.66.106
192.168.178.5,Gi5/0/23,N/A,0040.972a.4756,N/A,10.118.71.86
192.168.178.5,Gi5/0/24,N/A,0040.972a.4770,N/A,10.118.71.112
192.168.178.5,Gi5/0/25,N/A,0080.8285.fc8b,N/A,10.118.90.199
192.168.178.5,Gi5/0/26,N/A,785d.c882.0c54,N/A,10.100.8.20
192.168.178.5,Gi5/0/27,N/A,785d.c8be.df7a,N/A,10.100.8.138
192.168.178.5,Gi5/0/28,N/A,785d.c8be.e028,N/A,10.100.8.139
192.168.178.5,Gi5/0/29,20bb.c020.b277,14c9.132d.8894,192.168.179.157,10.100.8.25
192.168.178.5,Gi5/0/30,N/A,3c4a.92c1.4d3d,N/A,10.100.8.147
192.168.178.5,Gi5/0/31,N/A,c8d9.d2b3.37e1,N/A,10.100.8.28
192.168.178.5,Gi5/0/32,N/A,0007.4d98.82c9,N/A,10.100.8.143
192.168.178.5,Gi5/0/33,N/A,785d.c8be.e092,N/A,10.100.8.137
192.168.178.5,Gi5/0/34,203a.0782.4df3,5cff.35c1.f23f,192.168.179.90,10.100.8.46
192.168.178.5,Gi5/0/35,4cbc.4882.a5b2,14c9.13a7.f5ca,192.168.179.56,10.100.8.37
192.168.178.5,Gi5/0/36,N/A,5cff.35c1.fba0,N/A,10.100.8.145
192.168.178.5,Gi5/0/37,20bb.c020.a09d,1860.24ea.e614,192.168.179.88,10.100.8.29
192.168.178.5,Gi5/0/38,N/A,f092.1c62.d095,N/A,10.100.8.21
192.168.178.5,Gi5/0/39,20bb.c020.9d47,785d.c8be.e08f,192.168.179.162,10.100.8.146
192.168.178.5,Gi5/0/40,N/A,040e.3ca3.9cd1,N/A,10.100.8.149
192.168.178.5,Gi5/0/41,682c.7b5c.d7be,14c9.13a7.f495,192.168.179.73,10.100.8.26
192.168.178.5,Gi5/0/42,N/A,74fe.485b.b553,N/A,10.100.8.161
192.168.178.5,Gi5/0/44,N/A,dc4a.3eae.802c,N/A,10.100.8.153
192.168.178.5,Gi5/0/46,N/A,14c9.1304.c0c2,N/A,10.100.8.156
192.168.178.5,Gi5/0/47,N/A,c8d9.d27f.7cbf,N/A,10.100.8.168
192.168.110.5,Gi0/1,N/A,0080.a3bd.c7d9,N/A,192.168.110.21
192.168.110.5,Gi0/2,N/A,0022.db00.43c3,N/A,192.168.110.40
192.168.110.5,Gi0/3,N/A,000e.c68e.bba6,N/A,10.2.23.152
192.168.110.5,Gi0/4,N/A,785d.c8be.fc2e,N/A,10.2.23.52
192.168.110.5,Gi0/5,203a.0782.2042,N/A,192.168.111.21,N/A
192.168.110.5,Gi0/6,N/A,d8cb.8a87.861b,N/A,10.2.23.54
192.168.110.5,Gi0/7,N/A,1803.73c0.c657,N/A,10.2.23.156
192.168.110.5,Gi0/10,203a.0782.5fa1,N/A,192.168.111.23,N/A
192.168.110.5,Gi0/11,203a.0782.6889,e8d8.d14f.5bf9,192.168.111.24,192.168.110.148
192.168.110.5,Gi0/12,N/A,1803.73e6.b45c,N/A,10.2.23.53
192.168.110.5,Gi0/13,N/A,785d.c882.0c50,N/A,10.2.23.51
192.168.110.5,Gi0/15,N/A,0080.a3bd.a067,N/A,192.168.110.50
192.168.110.5,Gi0/16,N/A,0080.a3eb.a96b,N/A,192.168.110.147
192.168.110.5,Gi0/17,N/A,8887.170c.bdf4,N/A,NO_IP
192.168.110.5,Gi0/18,203a.0782.2f5f,6400.6a7d.e949,192.168.111.141,10.2.23.56
192.168.110.5,Gi0/19,N/A,0080.a3bd.a062,N/A,192.168.110.51
192.168.110.5,Gi0/20,N/A,0007.4d6b.dc94,N/A,10.1.100.207
192.168.110.5,Gi0/21,N/A,0080.a3bd.c799,N/A,192.168.110.52
192.168.110.5,Gi0/22,N/A,0022.db01.4ed1,N/A,192.168.110.45
192.168.110.5,Gi0/23,20bb.c020.b30d,3822.e215.cb91,192.168.111.140,192.168.110.143
192.168.110.5,Gi0/24,N/A,0011.0af2.13f9,N/A,10.1.100.174
192.168.110.5,Gi0/25,N/A,0080.a3bd.b45e,N/A,192.168.110.55
192.168.110.5,Gi0/26,N/A,c0a2.6d00.62af,N/A,192.168.110.28
192.168.110.5,Gi0/27,N/A,0080.a3bd.b45f,N/A,192.168.110.56
192.168.110.5,Gi0/28,N/A,0080.a3bd.c728,N/A,192.168.110.23
192.168.110.5,Gi0/29,203a.0782.3923,6805.ca41.73f1,192.168.111.22,192.168.110.146
192.168.110.5,Gi0/30,N/A,0080.64ad.f806,N/A,192.168.110.149
192.168.110.5,Gi0/31,N/A,b00c.d16e.4581,N/A,192.168.110.145
192.168.110.5,Gi0/35,N/A,c465.16a0.c776,N/A,192.168.110.144
192.168.110.5,Gi0/37,N/A,0007.4d97.b826,N/A,192.168.110.22
192.168.114.5,Gi1/0/5,501c.b00c.03ab,785d.c882.0c5e,192.168.115.35,192.168.221.51
192.168.114.5,Gi1/0/6,58ac.784d.60a4,14c9.1304.b2d0,192.168.115.34,192.168.114.68
192.168.114.5,Gi1/0/9,N/A,0080.64ad.dc1e,N/A,192.168.114.52
192.168.114.5,Gi1/0/10,501c.b00c.0131,0080.64ad.ded3,192.168.115.152,192.168.114.164
192.168.114.5,Gi1/0/11,N/A,8887.17ea.4cab,N/A,192.168.114.75
192.168.114.5,Gi1/0/12,6c6c.d3a4.b9ee,0080.64ad.e0b7,192.168.115.30,192.168.114.58
192.168.114.5,Gi1/0/15,203a.0782.63af,N/A,192.168.115.153,N/A
192.168.114.5,Gi1/0/17,1416.9dbe.862e,3ccd.936f.836b,192.168.115.36,192.168.114.62
192.168.114.5,Gi1/0/18,203a.0782.5775,785d.c8be.e0ee,192.168.115.32,192.168.114.168
192.168.114.5,Gi1/0/21,N/A,f80d.609b.ccac,N/A,10.1.100.76
192.168.114.5,Gi1/0/22,N/A,0080.64ad.e2bd,N/A,192.168.114.72
192.168.114.5,Gi1/0/23,N/A,f80d.609a.00f8,N/A,10.1.100.81
192.168.114.5,Gi1/0/24,4ca6.4d24.213e,N/A,192.168.115.139,N/A
192.168.114.5,Gi1/0/26,7001.b5db.b9f2,0080.64ad.dca3,192.168.115.145,192.168.114.60
192.168.114.5,Gi1/0/27,0076.86fd.008d,2017.4263.adcc,192.168.115.27,192.168.114.161
192.168.114.5,Gi1/0/29,501c.b00d.951c,0080.64ad.ebbf,192.168.115.37,192.168.114.54
192.168.114.5,Gi1/0/30,N/A,0080.64ad.e283,N/A,192.168.114.61
192.168.114.5,Gi1/0/32,203a.0782.4ed9,80e8.2c2c.181f,192.168.115.26,192.168.114.174
192.168.114.5,Gi1/0/34,N/A,0040.9d56.a3d6,N/A,192.168.114.35
192.168.114.5,Gi1/0/35,N/A,000c.cc60.8c07,N/A,192.168.252.248
192.168.114.5,Gi1/0/38,c800.84ec.84d9,3ccd.93c3.acec,192.168.115.21,192.168.114.167
192.168.114.5,Gi1/0/39,N/A,84b8.02c5.4a54,N/A,192.168.252.123
192.168.114.5,Gi1/0/40,N/A,84b8.0272.21b8,N/A,192.168.252.127
192.168.114.5,Gi1/0/42,N/A,84b8.02c5.489c,N/A,192.168.252.16
192.168.114.5,Gi1/0/43,N/A,84b8.0272.204c,N/A,192.168.252.12
192.168.114.5,Gi1/0/45,N/A,84b8.02b8.3b44,N/A,192.168.252.17
192.168.114.5,Gi2/0/1,N/A,0040.8ca2.baba,N/A,10.2.81.77
192.168.114.5,Gi2/0/2,N/A,0040.8ca2.bab3,N/A,10.2.81.85
192.168.114.5,Gi2/0/3,N/A,0018.851a.5184,N/A,10.2.81.111
192.168.114.5,Gi2/0/4,N/A,0040.8ca2.bb43,N/A,10.2.81.76
192.168.114.5,Gi2/0/5,N/A,0040.8ca7.4468,N/A,10.2.81.79
192.168.114.5,Gi2/0/6,N/A,0040.8ca7.445e,N/A,10.2.81.80
192.168.114.5,Gi2/0/7,N/A,0040.8ca7.4362,N/A,10.2.81.86
192.168.114.5,Gi2/0/8,N/A,0040.8ca7.4459,N/A,10.2.81.82
192.168.114.5,Gi2/0/9,N/A,0040.8ca7.4458,N/A,10.2.81.83
192.168.114.5,Gi2/0/10,N/A,0018.851a.51b5,N/A,10.2.81.110
192.168.114.5,Gi2/0/11,N/A,0040.8ca2.bab4,N/A,10.2.81.81
192.168.114.5,Gi2/0/12,N/A,0040.8ca7.444f,N/A,10.2.81.78
192.168.114.5,Gi2/0/13,N/A,0040.8ca2.bab7,N/A,10.2.81.109
192.168.114.5,Gi2/0/14,N/A,0040.8ca2.bab8,N/A,10.2.81.84
192.168.114.5,Gi2/0/15,N/A,0010.8329.01c4,N/A,192.168.114.18
192.168.114.5,Gi2/0/16,N/A,0080.64ad.fb80,N/A,192.168.114.53
192.168.114.5,Gi2/0/18,08cc.a784.f954,0080.64ad.e9b2,192.168.115.144,192.168.114.162
192.168.114.5,Gi2/0/20,f8b7.e295.6bc7,14c9.1305.030d,192.168.115.141,192.168.114.172
192.168.114.5,Gi2/0/21,70c9.c64a.96d4,3ccd.93c3.ac6f,192.168.115.43,10.1.90.54
192.168.114.5,Gi2/0/25,N/A,0040.8cee.faad,N/A,192.168.114.19
192.168.114.5,Gi2/0/26,N/A,0080.64ad.e1c3,N/A,192.168.221.54
192.168.114.5,Gi2/0/27,N/A,0002.9905.4101,N/A,192.168.114.49
192.168.114.5,Gi2/0/28,7001.b577.30ec,0080.64ad.e2cb,192.168.115.29,192.168.114.59
192.168.114.5,Gi2/0/29,N/A,0040.8cbb.5244,N/A,192.168.114.10
192.168.114.5,Gi2/0/32,N/A,0012.7980.b24c,N/A,192.168.114.55
192.168.114.5,Gi2/0/38,N/A,0080.64ad.ee9f,N/A,192.168.252.8
192.168.114.5,Gi2/0/39,N/A,84b8.02b5.f594,N/A,192.168.114.74
192.168.114.5,Gi2/0/41,N/A,0080.8286.2d56,N/A,NO_IP
192.168.114.5,Gi2/0/42,N/A,0080.8286.2d57,N/A,10.118.85.115
192.168.114.5,Gi2/0/43,N/A,84b8.02b3.bc94,N/A,192.168.252.15
192.168.114.5,Gi2/0/44,N/A,84b8.02b3.bb80,N/A,192.168.252.6
192.168.114.5,Gi2/0/45,N/A,84b8.02b3.bb84,N/A,192.168.252.121
192.168.114.5,Gi2/0/47,N/A,3ccd.93c3.ac64,N/A,192.168.252.120
192.168.114.5,Gi3/0/9,203a.0782.3aed,0080.64ad.ecf8,192.168.115.31,192.168.114.67
192.168.114.5,Gi3/0/10,f8b7.e295.5441,N/A,192.168.115.150,N/A
192.168.114.5,Gi3/0/12,7018.a716.784a,N/A,192.168.115.146,N/A
192.168.114.5,Gi3/0/14,cc7f.758b.2018,N/A,192.168.115.23,N/A
192.168.114.5,Gi3/0/16,f8b7.e295.567f,N/A,192.168.115.40,N/A
192.168.114.5,Gi3/0/18,a4b4.39c2.5eac,N/A,192.168.115.138,N/A
192.168.114.5,Gi3/0/22,682c.7b5c.d8d6,N/A,192.168.115.142,N/A
192.168.114.5,Gi3/0/26,682c.7b5c.d8d2,N/A,192.168.115.143,N/A
192.168.114.5,Gi3/0/28,f8b7.e295.52ed,N/A,192.168.115.41,N/A
192.168.114.5,Gi3/0/30,70c9.c64a.a8aa,N/A,192.168.115.154,N/A
192.168.114.5,Gi3/0/32,682c.7b5c.d91c,N/A,192.168.115.148,N/A
192.168.114.5,Gi3/0/39,203a.0782.46f7,3ccd.93c3.acf6,192.168.115.22,192.168.221.53
192.168.114.5,Gi4/0/3,N/A,0022.db10.2721,N/A,192.168.114.42
192.168.114.5,Gi4/0/5,0076.86fc.a09d,14c9.13a7.8caa,192.168.115.28,192.168.114.56
192.168.114.5,Gi4/0/9,N/A,0022.db02.02aa,N/A,192.168.114.43
192.168.114.5,Gi4/0/11,N/A,00c0.b7dd.4fb9,N/A,192.168.114.70
192.168.114.5,Gi4/0/13,N/A,0022.db00.4472,N/A,192.168.114.41
192.168.114.5,Gi4/0/15,N/A,0022.db00.435d,N/A,192.168.114.40
192.168.114.5,Gi4/0/17,f8b7.e295.5661,N/A,192.168.115.147,N/A
192.168.114.5,Gi4/0/25,N/A,0080.8286.2c1c,N/A,NO_IP
